,region,neighbourhood,longitude,latitude,room_type,price,number_of_reviews,booking_activity,log_reviews
4919,Central,Ratchathewi,100.53903,13.75192,Private room,2100,16,187,2.833213344056216
4924,Central,Ratchathewi,100.53124,13.75284,Shared room,400,3,2,1.3862943611198906
4925,Central,Khlong Toei,100.59247,13.70323,Entire home/apt,750,38,155,3.6635616461296463
4926,Central,Vadhana,100.57394,13.73045,Private room,479,60,309,4.110873864173311
4930,Central,Khlong Toei,100.598,13.70867,Entire home/apt,520,20,29,3.044522437723423
4932,Central,Ratchathewi,100.5444,13.74886,Shared room,400,1,3,0.6931471805599453
4934,Central,Vadhana,100.58351,13.73303,Private room,1700,0,275,0.0
4935,Central,Ratchathewi,100.53965,13.75147,Entire home/apt,1450,42,365,3.7612001156935624
4940,Central,Khlong Toei,100.57989,13.71571,Private room,1000,0,365,0.0
4944,Central,Ratchathewi,100.54517,13.75953,Private room,859,4,7,1.6094379124341003
4950,Central,Ratchathewi,100.54476,13.76053,Private room,899,4,6,1.6094379124341003
4951,Central,Ratchathewi,100.54476,13.75687,Private room,900,9,6,2.302585092994046
4953,Central,Vadhana,100.55509,13.74781,Entire home/apt,1504,189,232,5.247024072160486
4959,Central,Khlong Toei,100.57064,13.72977,Hotel room,878,6,45,1.9459101490553132
4972,Central,Parthum Wan,100.54992,13.74534,Entire home/apt,4571,155,239,5.049856007249537
4975,Central,Vadhana,100.57244,13.73017,Entire home/apt,4280,112,342,4.727387818712341
4976,Central,Vadhana,100.56867,13.74339,Entire home/apt,2000,0,279,0.0
4980,Central,Khlong Toei,100.57616,13.72051,Entire home/apt,1697,7,365,2.0794415416798357
4982,Central,Vadhana,100.58378,13.7358,Private room,1150,6,193,1.9459101490553132
4985,Central,Khlong Toei,100.59399,13.71209,Entire home/apt,1590,29,141,3.4011973816621555
4996,Central,Khlong Toei,100.56472,13.73324,Entire home/apt,2907,23,52,3.1780538303479458
4998,Central,Vadhana,100.59665,13.72284,Private room,1000,1,365,0.6931471805599453
5000,Central,Vadhana,100.59243,13.71546,Entire home/apt,1200,13,298,2.6390573296152584
5001,Central,Vadhana,100.60281,13.73496,Private room,1000,2,365,1.0986122886681098
5002,Central,Vadhana,100.55537,13.743,Entire home/apt,2127,55,19,4.02535169073515
5009,Central,Khlong Toei,100.57183,13.72801,Shared room,400,1,32,0.6931471805599453
5011,Central,Parthum Wan,100.52938,13.74648,Entire home/apt,5000,1,0,0.6931471805599453
5015,Central,Vadhana,100.55944,13.73993,Hotel room,3185,3,17,1.3862943611198906
5017,Central,Khlong Toei,100.56188,13.73611,Hotel room,6513,1,7,0.6931471805599453
5021,Central,Khlong Toei,100.59372,13.71156,Entire home/apt,1300,22,231,3.1354942159291497
5026,Central,Vadhana,100.59788,13.73249,Private room,2770,1,365,0.6931471805599453
5029,Central,Khlong Toei,100.55199,13.73791,Hotel room,3121,2,308,1.0986122886681098
5032,Central,Vadhana,100.58136,13.73183,Entire home/apt,3199,12,6,2.5649493574615367
5033,Central,Ratchathewi,100.5601,13.74969,Private room,1372,1,0,0.6931471805599453
5035,Central,Vadhana,100.58616,13.72669,Entire home/apt,1800,1,185,0.6931471805599453
5042,Central,Khlong Toei,100.5625,13.72529,Entire home/apt,550,6,21,1.9459101490553132
5045,Central,Khlong Toei,100.59346,13.71051,Entire home/apt,1700,33,236,3.5263605246161616
5047,Central,Khlong Toei,100.59427,13.71031,Entire home/apt,1300,28,217,3.367295829986474
5048,Central,Khlong Toei,100.59396,13.71212,Entire home/apt,1999,18,185,2.9444389791664403
5050,Central,Vadhana,100.58302,13.73995,Entire home/apt,2500,0,1,0.0
5063,Central,Khlong Toei,100.56068,13.72488,Entire home/apt,670,37,87,3.6375861597263857
5068,Central,Vadhana,100.58291,13.73822,Entire home/apt,1900,16,112,2.833213344056216
5069,Central,Khlong Toei,100.59477,13.71151,Entire home/apt,800,3,248,1.3862943611198906
5078,Central,Khlong Toei,100.5712,13.72327,Private room,3050,4,185,1.6094379124341003
5087,Central,Vadhana,100.55898,13.74703,Entire home/apt,1000,122,297,4.812184355372417
5088,Central,Vadhana,100.56266,13.73671,Entire home/apt,5114,135,177,4.912654885736052
5094,Central,Khlong Toei,100.59421,13.71,Entire home/apt,1300,35,225,3.58351893845611
5098,Central,Vadhana,100.58194,13.74315,Entire home/apt,1199,2,197,1.0986122886681098
5114,Central,Vadhana,100.55079,13.74499,Entire home/apt,3500,112,193,4.727387818712341
5116,Central,Parthum Wan,100.54035,13.74022,Private room,3000,0,3,0.0
5124,Central,Khlong Toei,100.56338,13.73236,Private room,4871,1,1,0.6931471805599453
5129,Central,Ratchathewi,100.54225,13.75447,Entire home/apt,3792,128,112,4.859812404361672
5130,Central,Ratchathewi,100.54225,13.75447,Entire home/apt,2039,114,113,4.74493212836325
5131,Central,Ratchathewi,100.54225,13.75447,Entire home/apt,2416,94,105,4.553876891600541
5142,Central,Vadhana,100.55543,13.74483,Hotel room,3428,2,365,1.0986122886681098
5143,Central,Khlong Toei,100.56263,13.73342,Private room,2700,14,42,2.70805020110221
5146,Central,Ratchathewi,100.53385,13.75228,Entire home/apt,964,5,152,1.791759469228055
5148,Central,Parthum Wan,100.54967,13.7438,Entire home/apt,3743,118,189,4.77912349311153
5150,Central,Khlong Toei,100.563232,13.724496,Entire home/apt,1430,73,352,4.30406509320417
5158,Central,Ratchathewi,100.53102,13.74969,Entire home/apt,2290,27,21,3.332204510175204
5159,Central,Ratchathewi,100.53102,13.74969,Entire home/apt,2490,17,34,2.8903717578961645
5160,Central,Ratchathewi,100.53102,13.74969,Entire home/apt,2690,46,45,3.8501476017100584
5161,Central,Khlong Toei,100.57166,13.72704,Entire home/apt,1600,42,118,3.7612001156935624
5162,Central,Khlong Toei,100.55982,13.72224,Entire home/apt,1800,0,184,0.0
5164,Central,Vadhana,100.57309,13.73337,Entire home/apt,4000,0,0,0.0
5170,Central,Vadhana,100.59951,13.71336,Entire home/apt,1399,100,314,4.61512051684126
5180,Central,Khlong Toei,100.55791,13.73883,Private room,2000,0,14,0.0
5182,Central,Vadhana,100.55753,13.74416,Private room,1780,3,33,1.3862943611198906
5188,Central,Khlong Toei,100.55404,13.73804,Entire home/apt,1990,0,185,0.0
5189,Central,Khlong Toei,100.56459,13.72632,Entire home/apt,1223,16,32,2.833213344056216
5192,Central,Vadhana,100.56932,13.74637,Hotel room,4305,0,365,0.0
5201,Central,Ratchathewi,100.53919,13.755,Private room,1550,76,40,4.343805421853684
5211,Central,Khlong Toei,100.58035,13.72134,Private room,1038,78,49,4.3694478524670215
5216,Central,Khlong Toei,100.57928,13.72154,Private room,1019,55,33,4.02535169073515
5222,Central,Ratchathewi,100.53496,13.7548,Hotel room,1400,1,158,0.6931471805599453
5223,Central,Khlong Toei,100.57998,13.72023,Shared room,479,5,28,1.791759469228055
5224,Central,Parthum Wan,100.53575,13.739,Hotel room,1800,0,0,0.0
5225,Central,Parthum Wan,100.52369,13.74552,Private room,2000,0,185,0.0
5226,Central,Parthum Wan,100.524,13.74517,Hotel room,2200,0,1,0.0
5227,Central,Vadhana,100.59837,13.73238,Hotel room,1063,0,0,0.0
5239,Central,Khlong Toei,100.57496,13.72352,Entire home/apt,2700,0,186,0.0
5251,Central,Khlong Toei,100.59248,13.71206,Entire home/apt,1365,11,274,2.4849066497880004
5254,Central,Khlong Toei,100.56486,13.72653,Private room,2057,138,217,4.9344739331306915
5258,Central,Khlong Toei,100.56815,13.72709,Private room,4263,1,16,0.6931471805599453
5262,Central,Vadhana,100.5667,13.7433,Entire home/apt,2500,0,188,0.0
5263,Central,Vadhana,100.55158,13.74476,Shared room,800,7,1,2.0794415416798357
5264,Central,Vadhana,100.56131,13.74008,Entire home/apt,1755,1,276,0.6931471805599453
5265,Central,Parthum Wan,100.54854,13.74468,Entire home/apt,4843,70,216,4.2626798770413155
5267,Central,Ratchathewi,100.54192,13.76216,Hotel room,1790,0,11,0.0
5269,Central,Vadhana,100.58186,13.73458,Entire home/apt,1732,0,185,0.0
5275,Central,Parthum Wan,100.54967,13.7438,Entire home/apt,3286,59,188,4.0943445622221
5280,Central,Vadhana,100.57622,13.72671,Entire home/apt,3200,0,276,0.0
5281,Central,Khlong Toei,100.56205,13.73214,Hotel room,4871,2,1,1.0986122886681098
5283,Central,Vadhana,100.556435,13.743848,Entire home/apt,2000,110,305,4.709530201312334
5287,Central,Khlong Toei,100.56541,13.73359,Private room,1456,78,365,4.3694478524670215
5288,Central,Vadhana,100.60127,13.71423,Entire home/apt,936,4,158,1.6094379124341003
5289,Central,Khlong Toei,100.57951,13.72179,Private room,899,17,27,2.8903717578961645
5293,Central,Parthum Wan,100.55068,13.74277,Entire home/apt,4843,76,195,4.343805421853684
5297,Central,Khlong Toei,100.57937,13.7221,Private room,1699,5,23,1.791759469228055
5298,Central,Ratchathewi,100.52962,13.75199,Private room,860,12,1,2.5649493574615367
5299,Central,Vadhana,100.56896,13.74319,Entire home/apt,1900,9,279,2.302585092994046
5300,Central,Khlong Toei,100.56359,13.72447,Private room,2014,91,224,4.5217885770490405
5301,Central,Khlong Toei,100.56366,13.72596,Private room,1864,55,297,4.02535169073515
5304,Central,Ratchathewi,100.55078,13.7506,Entire home/apt,2500,1,274,0.6931471805599453
5306,Central,Ratchathewi,100.53462,13.75306,Entire home/apt,1219,165,58,5.111987788356544
5307,Central,Ratchathewi,100.53275,13.75274,Entire home/apt,3629,189,35,5.247024072160486
5312,Central,Ratchathewi,100.52836,13.75236,Shared room,1550,9,12,2.302585092994046
5315,Central,Vadhana,100.55753,13.74302,Entire home/apt,2325,87,9,4.477336814478207
5316,Central,Vadhana,100.59794,13.73251,Hotel room,986,0,186,0.0
5318,Central,Vadhana,100.56627,13.73456,Private room,1400,96,5,4.574710978503383
5319,Central,Vadhana,100.55887,13.74705,Entire home/apt,1100,149,210,5.0106352940962555
5321,Central,Vadhana,100.55898,13.74618,Entire home/apt,1900,102,222,4.634728988229636
5324,Central,Parthum Wan,100.54888,13.74431,Entire home/apt,3500,87,188,4.477336814478207
5331,Central,Vadhana,100.55824,13.74757,Entire home/apt,1551,111,61,4.718498871295094
5334,Central,Khlong Toei,100.56204,13.73489,Hotel room,1867,19,41,2.995732273553991
5338,Central,Khlong Toei,100.56244,13.73268,Hotel room,1461,5,4,1.791759469228055
5345,Central,Vadhana,100.56761,13.74327,Entire home/apt,899,4,279,1.6094379124341003
5346,Central,Vadhana,100.56729,13.7417,Entire home/apt,1999,5,278,1.791759469228055
5347,Central,Vadhana,100.56918,13.74284,Entire home/apt,1399,27,302,3.332204510175204
5349,Central,Vadhana,100.58439,13.72729,Entire home/apt,1066,0,0,0.0
5352,Central,Vadhana,100.5679,13.74124,Entire home/apt,2000,0,189,0.0
5353,Central,Vadhana,100.56755,13.7418,Entire home/apt,1899,3,278,1.3862943611198906
5355,Central,Vadhana,100.60145,13.7101,Entire home/apt,1009,1,210,0.6931471805599453
5356,Central,Vadhana,100.60105,13.71134,Entire home/apt,1187,1,242,0.6931471805599453
5363,Central,Khlong Toei,100.56515,13.72682,Entire home/apt,800,2,0,1.0986122886681098
5366,Central,Vadhana,100.55671,13.74525,Private room,5420,2,189,1.0986122886681098
5367,Central,Ratchathewi,100.53678,13.75307,Entire home/apt,650,47,201,3.871201010907891
5368,Central,Khlong Toei,100.59401,13.71218,Entire home/apt,1100,5,133,1.791759469228055
5369,Central,Khlong Toei,100.56317,13.73361,Entire home/apt,3000,62,41,4.143134726391533
5370,Central,Ratchathewi,100.53871,13.75509,Entire home/apt,1500,101,231,4.624972813284271
5373,Central,Vadhana,100.583519,13.724353,Shared room,450,12,205,2.5649493574615367
5378,Central,Ratchathewi,100.5551,13.75009,Entire home/apt,3880,2,1,1.0986122886681098
5381,Central,Khlong Toei,100.56621,13.72591,Entire home/apt,800,0,0,0.0
5382,Central,Khlong Toei,100.56484,13.72579,Entire home/apt,800,2,4,1.0986122886681098
5383,Central,Khlong Toei,100.56426,13.72786,Entire home/apt,800,3,0,1.3862943611198906
5384,Central,Khlong Toei,100.56617,13.72789,Entire home/apt,800,2,0,1.0986122886681098
5385,Central,Khlong Toei,100.56585,13.72607,Entire home/apt,800,5,4,1.791759469228055
5386,Central,Khlong Toei,100.56589,13.72603,Entire home/apt,800,1,5,0.6931471805599453
5389,Central,Parthum Wan,100.54967,13.7438,Entire home/apt,3286,57,188,4.060443010546419
5394,Central,Khlong Toei,100.59208,13.70258,Entire home/apt,1100,2,2,1.0986122886681098
5403,Central,Vadhana,100.56907,13.74173,Entire home/apt,3000,1,278,0.6931471805599453
5409,Central,Khlong Toei,100.57952,13.72074,Private room,3999,1,33,0.6931471805599453
5410,Central,Khlong Toei,100.59417,13.7124,Private room,999,1,0,0.6931471805599453
5417,Central,Khlong Toei,100.58154,13.72113,Entire home/apt,4699,3,25,1.3862943611198906
5420,Central,Vadhana,100.55765,13.74212,Hotel room,3120,0,365,0.0
5422,Central,Khlong Toei,100.55486,13.74093,Private room,990,1,3,0.6931471805599453
5424,Central,Vadhana,100.55402,13.74615,Private room,3828,0,365,0.0
5425,Central,Vadhana,100.55424,13.74629,Private room,4328,0,365,0.0
5426,Central,Vadhana,100.59197,13.71537,Entire home/apt,1620,10,224,2.3978952727983707
5427,Central,Parthum Wan,100.52206,13.74337,Hotel room,1200,2,0,1.0986122886681098
5428,Central,Parthum Wan,100.52378,13.74326,Hotel room,2200,1,0,0.6931471805599453
5437,Central,Ratchathewi,100.53282,13.74955,Entire home/apt,990,29,218,3.4011973816621555
5445,Central,Ratchathewi,100.5306,13.75057,Entire home/apt,1521,76,279,4.343805421853684
5451,Central,Ratchathewi,100.54752,13.75035,Entire home/apt,1590,85,154,4.454347296253507
5455,Central,Khlong Toei,100.60064,13.70503,Entire home/apt,2900,0,293,0.0
5458,Central,Ratchathewi,100.53208,13.7545,Entire home/apt,1613,1,5,0.6931471805599453
5460,Central,Parthum Wan,100.54506,13.74093,Entire home/apt,3644,87,193,4.477336814478207
5470,Central,Vadhana,100.5587,13.74209,Hotel room,2467,1,1,0.6931471805599453
5471,Central,Khlong Toei,100.58366,13.71206,Entire home/apt,1500,1,282,0.6931471805599453
5473,Central,Vadhana,100.55557,13.74408,Entire home/apt,1200,1,207,0.6931471805599453
5474,Central,Vadhana,100.55727,13.74774,Entire home/apt,1630,129,42,4.867534450455582
5475,Central,Parthum Wan,100.52203,13.74512,Hotel room,1200,0,0,0.0
5477,Central,Parthum Wan,100.52329,13.74351,Hotel room,1200,0,0,0.0
5481,Central,Khlong Toei,100.59897,13.70684,Entire home/apt,1450,10,198,2.3978952727983707
5496,Central,Parthum Wan,100.55025,13.7433,Entire home/apt,4114,37,189,3.6375861597263857
5500,Central,Vadhana,100.56188,13.73623,Entire home/apt,3000,3,191,1.3862943611198906
5503,Central,Vadhana,100.5635,13.74587,Entire home/apt,2200,10,185,2.3978952727983707
5505,Central,Vadhana,100.58929,13.71862,Entire home/apt,2850,74,200,4.31748811353631
5512,Central,Vadhana,100.58734,13.72349,Private room,2632,0,0,0.0
5513,Central,Khlong Toei,100.59366,13.70395,Private room,750,6,17,1.9459101490553132
5515,Central,Ratchathewi,100.53491,13.75603,Entire home/apt,1571,140,211,4.948759890378168
5520,Central,Khlong Toei,100.56437,13.7197,Entire home/apt,1490,58,202,4.07753744390572
5527,Central,Parthum Wan,100.51757,13.73805,Hotel room,1440,10,14,2.3978952727983707
5534,Central,Khlong Toei,100.55481,13.74087,Private room,1000,0,19,0.0
5538,Central,Parthum Wan,100.54971,13.74662,Hotel room,6612,8,365,2.1972245773362196
5549,Central,Ratchathewi,100.56372,13.75485,Private room,1200,5,78,1.791759469228055
5556,Central,Khlong Toei,100.56541,13.72443,Entire home/apt,1221,11,354,2.4849066497880004
5558,Central,Khlong Toei,100.59495,13.70472,Entire home/apt,1800,85,185,4.454347296253507
5559,Central,Ratchathewi,100.53071,13.75154,Private room,1200,5,0,1.791759469228055
5560,Central,Ratchathewi,100.52877,13.75105,Private room,870,4,0,1.6094379124341003
5561,Central,Ratchathewi,100.56319,13.75015,Entire home/apt,2000,3,193,1.3862943611198906
5562,Central,Ratchathewi,100.56252,13.7495,Entire home/apt,1222,2,250,1.0986122886681098
5563,Central,Parthum Wan,100.54364,13.7482,Entire home/apt,1590,92,252,4.532599493153256
5565,Central,Vadhana,100.57183,13.72961,Shared room,380,11,21,2.4849066497880004
5567,Central,Khlong Toei,100.5639,13.72416,Entire home/apt,1100,10,296,2.3978952727983707
5572,Central,Ratchathewi,100.56326,13.7522,Private room,1500,1,275,0.6931471805599453
5573,Central,Vadhana,100.55601,13.74219,Private room,1990,0,12,0.0
5584,Central,Ratchathewi,100.54321,13.75968,Entire home/apt,915,0,0,0.0
5589,Central,Khlong Toei,100.59029,13.71522,Entire home/apt,1247,53,254,3.9889840465642745
5591,Central,Vadhana,100.55767,13.74335,Private room,3241,120,307,4.795790545596741
5594,Central,Ratchathewi,100.53832,13.76171,Entire home/apt,1140,185,32,5.225746673713202
5595,Central,Vadhana,100.58314,13.72527,Shared room,438,11,20,2.4849066497880004
5596,Central,Vadhana,100.58308,13.7233,Shared room,448,44,32,3.8066624897703196
5597,Central,Vadhana,100.58321,13.72349,Shared room,448,20,64,3.044522437723423
5598,Central,Vadhana,100.58467,13.72333,Shared room,448,3,66,1.3862943611198906
5602,Central,Parthum Wan,100.52724,13.73443,Private room,834,0,0,0.0
5605,Central,Khlong Toei,100.57622,13.71777,Entire home/apt,1943,121,257,4.804021044733257
5609,Central,Parthum Wan,100.51826,13.73751,Entire home/apt,2557,102,141,4.634728988229636
5611,Central,Ratchathewi,100.52673,13.75739,Shared room,1450,0,0,0.0
5612,Central,Vadhana,100.59219,13.71579,Hotel room,401,4,0,1.6094379124341003
5613,Central,Vadhana,100.59761,13.71567,Entire home/apt,2891,53,93,3.9889840465642745
5614,Central,Vadhana,100.58447,13.73903,Entire home/apt,1300,17,247,2.8903717578961645
5615,Central,Ratchathewi,100.54199,13.76313,Hotel room,1990,0,19,0.0
5618,Central,Parthum Wan,100.54885,13.74292,Private room,2777,11,13,2.4849066497880004
5622,Central,Khlong Toei,100.59,13.71344,Private room,2632,0,0,0.0
5623,Central,Khlong Toei,100.59378,13.70491,Entire home/apt,1500,4,230,1.6094379124341003
5630,Central,Vadhana,100.55068,13.74429,Private room,4786,12,4,2.5649493574615367
5631,Central,Parthum Wan,100.54883,13.74431,Private room,2650,14,3,2.70805020110221
5632,Central,Vadhana,100.59219,13.71579,Hotel room,429,0,0,0.0
5634,Central,Parthum Wan,100.55004,13.74295,Entire home/apt,2661,14,4,2.70805020110221
5642,Central,Ratchathewi,100.54031,13.76398,Hotel room,1133,3,15,1.3862943611198906
5646,Central,Vadhana,100.55727,13.74307,Entire home/apt,3018,75,28,4.330733340286331
5647,Central,Khlong Toei,100.59328,13.71266,Entire home/apt,1500,0,282,0.0
5649,Central,Vadhana,100.56028,13.7385,Entire home/apt,2486,57,273,4.060443010546419
5651,Central,Ratchathewi,100.56175,13.74897,Private room,1629,0,1,0.0
5653,Central,Khlong Toei,100.55321,13.73754,Entire home/apt,3707,42,322,3.7612001156935624
5654,Central,Khlong Toei,100.56767,13.72366,Private room,2632,0,274,0.0
5655,Central,Ratchathewi,100.54623,13.7577,Entire home/apt,3850,13,35,2.6390573296152584
5658,Central,Ratchathewi,100.53802,13.75147,Entire home/apt,3500,18,365,2.9444389791664403
5659,Central,Ratchathewi,100.53412,13.75331,Entire home/apt,2714,91,56,4.5217885770490405
5670,Central,Vadhana,100.57259,13.7394,Entire home/apt,2000,56,148,4.04305126783455
5672,Central,Ratchathewi,100.53282,13.74955,Entire home/apt,1050,48,192,3.8918202981106265
5673,Central,Ratchathewi,100.53282,13.74955,Entire home/apt,1190,22,191,3.1354942159291497
5676,Central,Khlong Toei,100.56805419921876,13.728116035461426,Entire home/apt,1608,71,219,4.276666119016055
5677,Central,Vadhana,100.57417,13.73126,Private room,2632,0,0,0.0
5685,Central,Parthum Wan,100.54253,13.73681,Hotel room,3982,1,14,0.6931471805599453
5686,Central,Parthum Wan,100.54297,13.73626,Hotel room,4112,0,14,0.0
5687,Central,Ratchathewi,100.53491,13.75603,Entire home/apt,1557,146,223,4.990432586778736
5688,Central,Parthum Wan,100.54109,13.73494,Hotel room,4915,1,0,0.6931471805599453
5689,Central,Parthum Wan,100.54131,13.73509,Hotel room,4915,2,9,1.0986122886681098
5693,Central,Parthum Wan,100.54105,13.73649,Hotel room,4915,2,16,1.0986122886681098
5697,Central,Parthum Wan,100.5423,13.7366,Hotel room,3170,42,14,3.7612001156935624
5701,Central,Parthum Wan,100.54222,13.73671,Hotel room,3199,7,8,2.0794415416798357
5702,Central,Parthum Wan,100.54975,13.74617,Entire home/apt,3600,55,188,4.02535169073515
5703,Central,Parthum Wan,100.54094,13.73635,Hotel room,3170,1,12,0.6931471805599453
5710,Central,Parthum Wan,100.54104,13.74002,Entire home/apt,2597,58,340,4.07753744390572
5719,Central,Parthum Wan,100.54272,13.73682,Hotel room,3170,14,12,2.70805020110221
5723,Central,Parthum Wan,100.52459,13.74194,Private room,1843,24,29,3.2188758248682006
5724,Central,Ratchathewi,100.55916,13.74857,Private room,1800,0,365,0.0
5727,Central,Ratchathewi,100.53206,13.75438,Shared room,500,0,0,0.0
5728,Central,Ratchathewi,100.53262,13.756,Private room,800,2,0,1.0986122886681098
5729,Central,Vadhana,100.55975,13.74538,Hotel room,3331,49,34,3.912023005428146
5732,Central,Vadhana,100.55564,13.74574,Entire home/apt,2797,17,312,2.8903717578961645
5738,Central,Ratchathewi,100.53886,13.76304,Entire home/apt,1560,76,316,4.343805421853684
5739,Central,Vadhana,100.59355,13.71378,Entire home/apt,1650,19,22,2.995732273553991
5741,Central,Khlong Toei,100.57681,13.72388,Entire home/apt,951,95,190,4.564348191467836
5742,Central,Khlong Toei,100.59348,13.71039,Private room,1475,1,275,0.6931471805599453
5743,Central,Khlong Toei,100.58135,13.71408,Shared room,850,0,0,0.0
5745,Central,Khlong Toei,100.59116,13.71508,Hotel room,1747,5,279,1.791759469228055
5749,Central,Ratchathewi,100.53406,13.75,Entire home/apt,1090,26,189,3.295836866004329
5753,Central,Ratchathewi,100.54837,13.7497,Entire home/apt,2770,30,295,3.4339872044851463
5755,Central,Khlong Toei,100.57522,13.71994,Entire home/apt,1581,21,3,3.091042453358316
5757,Central,Ratchathewi,100.55513,13.74954,Entire home/apt,1200,1,27,0.6931471805599453
5758,Central,Parthum Wan,100.54881,13.74666,Entire home/apt,4064,136,299,4.919980925828125
5759,Central,Ratchathewi,100.54041,13.76222,Entire home/apt,1140,406,22,6.008813185442595
5764,Central,Vadhana,100.59219,13.71579,Hotel room,890,8,5,2.1972245773362196
5765,Central,Vadhana,100.59219,13.71579,Hotel room,890,2,0,1.0986122886681098
5772,Central,Ratchathewi,100.53241,13.75689,Entire home/apt,1188,13,310,2.6390573296152584
5774,Central,Khlong Toei,100.59341,13.70508,Entire home/apt,1500,36,259,3.6109179126442243
5775,Central,Vadhana,100.55499,13.74275,Entire home/apt,2770,28,289,3.367295829986474
5777,Central,Parthum Wan,100.52584,13.74805,Shared room,500,5,10,1.791759469228055
5785,Central,Vadhana,100.58763,13.73707,Entire home/apt,2500,1,0,0.6931471805599453
5788,Central,Vadhana,100.58638,13.73696,Entire home/apt,2500,0,0,0.0
5789,Central,Vadhana,100.55975,13.74623,Hotel room,6529,22,18,3.1354942159291497
5799,Central,Vadhana,100.5653,13.73973,Entire home/apt,1714,63,27,4.1588830833596715
5800,Central,Khlong Toei,100.59529,13.70761,Shared room,396,2,198,1.0986122886681098
5802,Central,Khlong Toei,100.59698,13.70544,Shared room,350,2,1,1.0986122886681098
5805,Central,Khlong Toei,100.59503,13.70613,Private room,1000,2,10,1.0986122886681098
5807,Central,Khlong Toei,100.5903,13.70495,Entire home/apt,800,19,311,2.995732273553991
5813,Central,Ratchathewi,100.54926,13.74871,Entire home/apt,2570,25,44,3.258096538021482
5820,Central,Khlong Toei,100.59116,13.7047,Entire home/apt,500,20,311,3.044522437723423
5828,Central,Ratchathewi,100.52693,13.75072,Entire home/apt,2815,24,27,3.2188758248682006
5829,Central,Khlong Toei,100.59104,13.71515,Private room,1190,0,0,0.0
5830,Central,Khlong Toei,100.59735,13.70751,Private room,1300,0,15,0.0
5831,Central,Khlong Toei,100.59691,13.70741,Private room,1300,1,11,0.6931471805599453
5832,Central,Khlong Toei,100.59707,13.7068,Private room,1800,2,9,1.0986122886681098
5833,Central,Khlong Toei,100.59705,13.70581,Private room,1980,0,10,0.0
5836,Central,Khlong Toei,100.58205,13.71341,Shared room,350,0,1,0.0
5838,Central,Vadhana,100.55418,13.74403,Entire home/apt,700,3,0,1.3862943611198906
5840,Central,Khlong Toei,100.57312,13.72628,Entire home/apt,1490,56,110,4.04305126783455
5841,Central,Khlong Toei,100.5718,13.72699,Entire home/apt,1350,64,105,4.174387269895637
5842,Central,Vadhana,100.55265,13.74794,Entire home/apt,1990,23,267,3.1780538303479458
5843,Central,Khlong Toei,100.59542,13.70605,Entire home/apt,5091,0,274,0.0
5847,Central,Ratchathewi,100.52873,13.75247,Private room,870,2,0,1.0986122886681098
5848,Central,Ratchathewi,100.52884,13.75259,Private room,1700,0,0,0.0
5852,Central,Ratchathewi,100.52709,13.75778,Entire home/apt,693,5,365,1.791759469228055
5853,Central,Parthum Wan,100.51894,13.75024,Private room,350,0,2,0.0
5856,Central,Ratchathewi,100.53522,13.75728,Private room,1599,0,184,0.0
5857,Central,Vadhana,100.55985,13.74599,Hotel room,4796,40,24,3.713572066704308
5867,Central,Vadhana,100.55318,13.7466,Entire home/apt,1800,8,336,2.1972245773362196
5869,Central,Khlong Toei,100.56954,13.72927,Entire home/apt,2119,91,204,4.5217885770490405
5870,Central,Vadhana,100.5849,13.7337,Shared room,1500,1,0,0.6931471805599453
5871,Central,Vadhana,100.57377,13.73436,Entire home/apt,5121,3,22,1.3862943611198906
5879,Central,Vadhana,100.59289,13.7161,Entire home/apt,1589,0,0,0.0
5888,Central,Vadhana,100.56367,13.74598,Private room,1600,0,365,0.0
5893,Central,Ratchathewi,100.54045,13.75708,Hotel room,3809,0,1,0.0
5896,Central,Ratchathewi,100.53049,13.75644,Entire home/apt,500,0,0,0.0
5897,Central,Ratchathewi,100.5322,13.75613,Entire home/apt,500,0,0,0.0
5898,Central,Ratchathewi,100.5304,13.75639,Entire home/apt,500,0,0,0.0
5899,Central,Ratchathewi,100.53055,13.75408,Entire home/apt,500,0,0,0.0
5900,Central,Ratchathewi,100.5325,13.75485,Entire home/apt,500,0,0,0.0
5901,Central,Ratchathewi,100.53061,13.75492,Entire home/apt,500,0,0,0.0
5902,Central,Ratchathewi,100.53088,13.75635,Entire home/apt,500,0,0,0.0
5903,Central,Ratchathewi,100.53243,13.75593,Entire home/apt,500,0,0,0.0
5904,Central,Ratchathewi,100.53068,13.75467,Shared room,500,0,0,0.0
5905,Central,Ratchathewi,100.53909,13.75215,Entire home/apt,1871,0,198,0.0
5906,Central,Khlong Toei,100.56813,13.72475,Entire home/apt,1371,49,219,3.912023005428146
5913,Central,Vadhana,100.55169,13.74718,Entire home/apt,1186,27,204,3.332204510175204
5915,Central,Vadhana,100.55335,13.74417,Entire home/apt,900,0,4,0.0
5927,Central,Vadhana,100.58675,13.71907,Private room,950,9,127,2.302585092994046
5935,Central,Vadhana,100.55757,13.74424,Entire home/apt,1980,38,77,3.6635616461296463
5938,Central,Parthum Wan,100.52557,13.74627,Shared room,500,3,5,1.3862943611198906
5941,Central,Vadhana,100.55523,13.74234,Private room,990,1,3,0.6931471805599453
5942,Central,Vadhana,100.568,13.73437,Hotel room,4292,69,14,4.248495242049359
5943,Central,Vadhana,100.568,13.73437,Hotel room,2821,59,7,4.0943445622221
