,region,neighbourhood,longitude,latitude,room_type,price,number_of_reviews,booking_activity,log_reviews
9416,Southeast,Suanluang,100.63028,13.73648,Entire home/apt,1143,0,188,0.0
9465,Southeast,Phra Khanong,100.60443,13.69746,Entire home/apt,650,0,7,0.0
9469,Southeast,Phra Khanong,100.60638,13.6985,Entire home/apt,700,0,365,0.0
9505,Southeast,Lat Krabang,100.79405,13.75853,Entire home/apt,693,0,186,0.0
9508,Southeast,Suanluang,100.60367,13.74488,Entire home/apt,890,115,249,4.7535901911063645
9514,Southeast,Phra Khanong,100.60784,13.69763,Entire home/apt,2500,0,306,0.0
9523,Southeast,Bang Na,100.62401,13.66507,Entire home/apt,1500,0,43,0.0
9530,Southeast,Suanluang,100.60244,13.7451,Entire home/apt,889,0,32,0.0
9562,Southeast,Suanluang,100.63389,13.71152,Private room,450,0,187,0.0
9565,Southeast,Suanluang,100.64243,13.71309,Shared room,680,0,0,0.0
9588,Southeast,Phra Khanong,100.60633,13.69829,Entire home/apt,887,0,186,0.0
9604,Southeast,Bang Na,100.65057,13.66121,Entire home/apt,900,5,231,1.791759469228055
9613,Southeast,Suanluang,100.63241,13.74278,Private room,1628,0,0,0.0
9640,Southeast,Suanluang,100.64256,13.71449,Entire home/apt,1164,32,24,3.4965075614664802
9644,Southeast,Lat Krabang,100.7907485961914,13.720785140991213,Private room,600,2,187,1.0986122886681098
9670,Southeast,Lat Krabang,100.76602,13.72075,Private room,1030,13,3,2.6390573296152584
9683,Southeast,Bang Na,100.6231,13.66689,Entire home/apt,2500,7,7,2.0794415416798357
9696,Southeast,Phra Khanong,100.60283,13.70314,Entire home/apt,1700,1,187,0.6931471805599453
9698,Southeast,Bang Na,100.60517,13.67423,Entire home/apt,850,11,29,2.4849066497880004
9709,Southeast,Phra Khanong,100.61443,13.69922,Entire home/apt,399,20,229,3.044522437723423
9715,Southeast,Suanluang,100.606834,13.711642,Entire home/apt,879,13,11,2.6390573296152584
9726,Southeast,Suanluang,100.60346,13.71077,Entire home/apt,900,16,238,2.833213344056216
9738,Southeast,Phra Khanong,100.60429,13.68471,Entire home/apt,580,3,109,1.3862943611198906
9751,Southeast,Suanluang,100.60473,13.71058,Entire home/apt,870,3,241,1.3862943611198906
9756,Southeast,Suanluang,100.60446,13.71263,Entire home/apt,1212,1,187,0.6931471805599453
9758,Southeast,Phra Khanong,100.60156,13.69069,Entire home/apt,950,2,195,1.0986122886681098
9759,Southeast,Bang Na,100.60707,13.67316,Entire home/apt,600,6,200,1.9459101490553132
9760,Southeast,Bang Na,100.65166,13.66784,Entire home/apt,525,6,7,1.9459101490553132
9767,Southeast,Suanluang,100.6004,13.74552,Entire home/apt,1700,0,0,0.0
9779,Southeast,Suanluang,100.64126,13.73494,Entire home/apt,680,12,320,2.5649493574615367
9780,Southeast,Bang Na,100.60537,13.6626,Entire home/apt,1080,45,158,3.828641396489095
9781,Southeast,Lat Krabang,100.76563,13.71777,Private room,650,6,278,1.9459101490553132
9791,Southeast,Phra Khanong,100.60443,13.70341,Private room,2078,0,0,0.0
9792,Southeast,Lat Krabang,100.72493,13.72243,Entire home/apt,1089,25,189,3.258096538021482
9802,Southeast,Bang Na,100.61506,13.67923,Entire home/apt,480,5,315,1.791759469228055
9803,Southeast,Bang Na,100.6256,13.66349,Entire home/apt,1000,1,0,0.6931471805599453
9823,Southeast,Bang Na,100.61299,13.66321,Entire home/apt,552,13,69,2.6390573296152584
9834,Southeast,Bang Na,100.64982,13.66817,Entire home/apt,1600,0,277,0.0
9835,Southeast,Pra Wet,100.64934,13.6912,Private room,880,0,3,0.0
9836,Southeast,Bang Na,100.60466,13.67015,Entire home/apt,522,8,52,2.1972245773362196
9837,Southeast,Phra Khanong,100.61571,13.69732,Entire home/apt,1600,0,277,0.0
9838,Southeast,Bang Na,100.59447,13.67777,Entire home/apt,497,3,109,1.3862943611198906
9853,Southeast,Phra Khanong,100.60707,13.70109,Private room,1558,0,185,0.0
9856,Southeast,Suanluang,100.60368,13.73932,Entire home/apt,1200,1,1,0.6931471805599453
9865,Southeast,Phra Khanong,100.60667,13.70118,Private room,1558,0,7,0.0
9866,Southeast,Phra Khanong,100.60548,13.70327,Private room,1558,0,0,0.0
9881,Southeast,Bang Na,100.62567,13.66435,Entire home/apt,1000,0,0,0.0
9904,Southeast,Phra Khanong,100.60652,13.70444,Entire home/apt,600,2,28,1.0986122886681098
9908,Southeast,Phra Khanong,100.60691,13.70419,Entire home/apt,950,2,31,1.0986122886681098
9909,Southeast,Suanluang,100.64059,13.73531,Entire home/apt,1299,0,78,0.0
9910,Southeast,Phra Khanong,100.60569,13.69588,Entire home/apt,888,0,0,0.0
9911,Southeast,Phra Khanong,100.60809,13.69414,Entire home/apt,1332,0,0,0.0
9912,Southeast,Suanluang,100.64075,13.72437,Entire home/apt,1164,4,16,1.6094379124341003
9914,Southeast,Phra Khanong,100.60117,13.68904,Entire home/apt,600,3,41,1.3862943611198906
9919,Southeast,Suanluang,100.60321,13.74306,Entire home/apt,1000,2,10,1.0986122886681098
9927,Southeast,Bang Na,100.60393,13.66515,Entire home/apt,850,10,58,2.3978952727983707
9983,Southeast,Phra Khanong,100.63326857190272,13.683377708004675,Entire home/apt,780,0,0,0.0
9985,Southeast,Suanluang,100.59914,13.7399,Entire home/apt,999,0,365,0.0
9991,Southeast,Bang Na,100.604088,13.664483,Entire home/apt,979,4,47,1.6094379124341003
10015,Southeast,Phra Khanong,100.6084,13.6931,Entire home/apt,800,0,0,0.0
10018,Southeast,Suanluang,100.63039,13.74123,Entire home/apt,500,0,185,0.0
10038,Southeast,Phra Khanong,100.6041,13.69911,Entire home/apt,1000,1,317,0.6931471805599453
10044,Southeast,Phra Khanong,100.60457,13.69426,Entire home/apt,880,14,234,2.70805020110221
10075,Southeast,Phra Khanong,100.60146,13.69675,Private room,1004,0,1,0.0
10078,Southeast,Phra Khanong,100.60469,13.69528,Entire home/apt,920,5,248,1.791759469228055
10089,Southeast,Phra Khanong,100.60212,13.70096,Private room,866,1,285,0.6931471805599453
10109,Southeast,Pra Wet,100.6539,13.71834,Entire home/apt,1250,0,275,0.0
10111,Southeast,Phra Khanong,100.61797,13.69053,Shared room,350,0,0,0.0
10126,Southeast,Suanluang,100.64895,13.71329,Private room,1800,0,185,0.0
10143,Southeast,Bang Na,100.65239,13.66657,Entire home/apt,450,3,365,1.3862943611198906
10151,Southeast,Suanluang,100.60678,13.70758,Entire home/apt,899,10,202,2.3978952727983707
10158,Southeast,Pra Wet,100.70758,13.72236,Private room,1600,0,220,0.0
10174,Southeast,Phra Khanong,100.59909,13.7023,Entire home/apt,1316,0,186,0.0
10176,Southeast,Phra Khanong,100.6043,13.70429,Entire home/apt,999,5,337,1.791759469228055
10183,Southeast,Phra Khanong,100.60429,13.70463,Entire home/apt,999,8,287,2.1972245773362196
10207,Southeast,Phra Khanong,100.60588,13.69717,Entire home/apt,679,1,249,0.6931471805599453
10209,Southeast,Suanluang,100.64073,13.72641,Entire home/apt,1200,0,275,0.0
10211,Southeast,Phra Khanong,100.61816,13.68991,Shared room,305,0,0,0.0
10229,Southeast,Suanluang,100.60223,13.74268,Entire home/apt,580,0,234,0.0
10256,Southeast,Phra Khanong,100.60937,13.70045,Shared room,400,0,0,0.0
10257,Southeast,Bang Na,100.60458,13.66661,Entire home/apt,600,5,98,1.791759469228055
10265,Southeast,Pra Wet,100.64947,13.67449,Entire home/apt,800,0,282,0.0
10305,Southeast,Phra Khanong,100.63158,13.68131,Entire home/apt,890,0,275,0.0
10307,Southeast,Bang Na,100.59527,13.67208,Private room,950,0,276,0.0
10310,Southeast,Phra Khanong,100.61318,13.69039,Private room,771,11,43,2.4849066497880004
10313,Southeast,Suanluang,100.606834,13.711642,Entire home/apt,710,8,38,2.1972245773362196
10315,Southeast,Lat Krabang,100.75071,13.75506,Hotel room,360,1,197,0.6931471805599453
10322,Southeast,Bang Na,100.60589,13.6705,Entire home/apt,1039,0,1,0.0
10326,Southeast,Pra Wet,100.67839,13.72158,Entire home/apt,1558,0,0,0.0
10327,Southeast,Bang Na,100.6041,13.66601,Private room,1500,0,278,0.0
10370,Southeast,Phra Khanong,100.59803,13.69237,Entire home/apt,950,5,201,1.791759469228055
10371,Southeast,Phra Khanong,100.60163,13.69052,Entire home/apt,950,1,195,0.6931471805599453
10378,Southeast,Lat Krabang,100.75176,13.75552,Hotel room,360,0,197,0.0
10385,Southeast,Lat Krabang,100.75059,13.75675,Hotel room,1129,1,198,0.6931471805599453
10386,Southeast,Lat Krabang,100.75229,13.7564,Hotel room,846,0,197,0.0
10404,Southeast,Suanluang,100.64058,13.73398,Entire home/apt,680,7,313,2.0794415416798357
10420,Southeast,Suanluang,100.60348,13.7119,Private room,1900,0,38,0.0
10463,Southeast,Bang Na,100.64937,13.66791,Entire home/apt,2000,1,0,0.6931471805599453
10541,Southeast,Phra Khanong,100.60278,13.69714,Private room,1786,4,330,1.6094379124341003
10542,Southeast,Phra Khanong,100.60457,13.69702,Private room,2759,0,322,0.0
10543,Southeast,Phra Khanong,100.60299,13.69719,Private room,1842,0,365,0.0
10549,Southeast,Phra Khanong,100.59978,13.69097,Entire home/apt,920,1,195,0.6931471805599453
10554,Southeast,Phra Khanong,100.59988,13.70392,Entire home/apt,743,1,249,0.6931471805599453
10555,Southeast,Phra Khanong,100.60009,13.6912,Entire home/apt,950,1,195,0.6931471805599453
10560,Southeast,Lat Krabang,100.81444,13.70809,Entire home/apt,1400,0,275,0.0
10565,Southeast,Suanluang,100.60343,13.74512,Entire home/apt,499,0,275,0.0
10566,Southeast,Phra Khanong,100.60891,13.69101,Entire home/apt,1614,9,239,2.302585092994046
10576,Southeast,Suanluang,100.60078,13.74391,Entire home/apt,633,0,236,0.0
10592,Southeast,Bang Na,100.61716,13.66924,Entire home/apt,1200,0,214,0.0
10597,Southeast,Suanluang,100.64233,13.73479,Entire home/apt,500,1,38,0.6931471805599453
10599,Southeast,Bang Na,100.60374556743068,13.66547409921456,Entire home/apt,1000,27,50,3.332204510175204
10600,Southeast,Pra Wet,100.63804,13.69353,Private room,955,0,185,0.0
10607,Southeast,Suanluang,100.60056,13.74155,Entire home/apt,1000,1,166,0.6931471805599453
10611,Southeast,Bang Na,100.60498,13.67418,Private room,2000,0,3,0.0
10617,Southeast,Lat Krabang,100.71634,13.72304,Entire home/apt,1650,0,185,0.0
10621,Southeast,Phra Khanong,100.60278,13.70413,Private room,580,7,217,2.0794415416798357
10622,Southeast,Lat Krabang,100.76629,13.71937,Private room,650,7,0,2.0794415416798357
10642,Southeast,Suanluang,100.61818,13.71393,Entire home/apt,800,3,186,1.3862943611198906
10667,Southeast,Bang Na,100.60761,13.67592,Private room,907,1,291,0.6931471805599453
10668,Southeast,Bang Na,100.60744,13.67598,Private room,943,0,196,0.0
10669,Southeast,Bang Na,100.60748,13.67784,Private room,1157,0,284,0.0
10670,Southeast,Bang Na,100.6077,13.67774,Private room,729,1,200,0.6931471805599453
10671,Southeast,Bang Na,100.60842,13.67565,Private room,429,6,284,1.9459101490553132
10672,Southeast,Bang Na,100.60795,13.67676,Private room,429,4,283,1.6094379124341003
10679,Southeast,Phra Khanong,100.60336,13.70483,Entire home/apt,1460,23,3,3.1780538303479458
10703,Southeast,Pra Wet,100.65505,13.70281,Entire home/apt,2500,0,0,0.0
10746,Southeast,Phra Khanong,100.60432,13.70455,Entire home/apt,1500,5,51,1.791759469228055
10751,Southeast,Suanluang,100.63243,13.74282,Private room,800,0,2,0.0
10760,Southeast,Suanluang,100.62231,13.74206,Entire home/apt,985,3,1,1.3862943611198906
10773,Southeast,Bang Na,100.61102,13.68016,Entire home/apt,1043,10,303,2.3978952727983707
10783,Southeast,Bang Na,100.61199,13.68052,Entire home/apt,999,11,34,2.4849066497880004
10814,Southeast,Phra Khanong,100.6041,13.70496,Entire home/apt,980,8,136,2.1972245773362196
10842,Southeast,Phra Khanong,100.60466,13.69177,Entire home/apt,800,4,35,1.6094379124341003
10844,Southeast,Phra Khanong,100.61345,13.69124,Entire home/apt,476,5,63,1.791759469228055
10885,Southeast,Phra Khanong,100.63574,13.67999,Entire home/apt,1732,0,186,0.0
10903,Southeast,Bang Na,100.60595,13.67879,Entire home/apt,800,0,185,0.0
10905,Southeast,Bang Na,100.60704,13.67646,Private room,2536,5,201,1.791759469228055
10913,Southeast,Bang Na,100.60865,13.67619,Private room,2586,4,194,1.6094379124341003
10939,Southeast,Suanluang,100.64273,13.73673,Private room,1200,0,184,0.0
10946,Southeast,Bang Na,100.63598,13.67215,Entire home/apt,800,0,309,0.0
10963,Southeast,Phra Khanong,100.59757,13.6971,Entire home/apt,1100,0,185,0.0
10967,Southeast,Suanluang,100.64062,13.73548,Private room,1500,0,186,0.0
10969,Southeast,Bang Na,100.60381,13.67395,Entire home/apt,636,9,5,2.302585092994046
10970,Southeast,Bang Na,100.60836,13.67785,Private room,907,1,199,0.6931471805599453
10972,Southeast,Phra Khanong,100.60717,13.68765,Entire home/apt,700,0,302,0.0
10979,Southeast,Bang Na,100.60501,13.66462,Entire home/apt,1090,0,187,0.0
10987,Southeast,Lat Krabang,100.77785,13.76316,Private room,350,0,1,0.0
10988,Southeast,Suanluang,100.60752,13.70601,Entire home/apt,381,6,218,1.9459101490553132
11002,Southeast,Pra Wet,100.64075,13.69109,Private room,590,0,186,0.0
11008,Southeast,Pra Wet,100.70143,13.70917,Entire home/apt,2500,4,365,1.6094379124341003
11010,Southeast,Pra Wet,100.70138,13.70924,Private room,1500,0,365,0.0
11019,Southeast,Suanluang,100.63372,13.71296,Entire home/apt,789,0,277,0.0
11023,Southeast,Phra Khanong,100.60296,13.70366,Entire home/apt,750,6,170,1.9459101490553132
11049,Southeast,Pra Wet,100.66467,13.71578,Entire home/apt,1400,0,0,0.0
11061,Southeast,Suanluang,100.64352,13.73716,Entire home/apt,990,0,247,0.0
11076,Southeast,Phra Khanong,100.6028,13.69405,Entire home/apt,800,1,365,0.6931471805599453
11106,Southeast,Phra Khanong,100.60515,13.68714,Entire home/apt,636,3,34,1.3862943611198906
11120,Southeast,Bang Na,100.63201,13.66012,Entire home/apt,429,0,279,0.0
11121,Southeast,Phra Khanong,100.60078,13.70317,Entire home/apt,1608,0,0,0.0
11122,Southeast,Pra Wet,100.69141,13.7135,Private room,698,0,0,0.0
11123,Southeast,Phra Khanong,100.60533,13.69677,Private room,896,0,185,0.0
11137,Southeast,Suanluang,100.61654,13.73476,Private room,1200,0,185,0.0
11156,Southeast,Lat Krabang,100.71604,13.72278,Private room,1197,0,185,0.0
11182,Southeast,Suanluang,100.60719,13.74517,Entire home/apt,1393,0,276,0.0
11201,Southeast,Pra Wet,100.64749,13.67631,Hotel room,1300,0,4,0.0
11204,Southeast,Suanluang,100.6455,13.74542,Private room,850,8,42,2.1972245773362196
11239,Southeast,Phra Khanong,100.63648,13.68753,Private room,854,0,185,0.0
11243,Southeast,Suanluang,100.63836,13.73633,Private room,1314,0,184,0.0
11247,Southeast,Suanluang,100.64542,13.74569,Private room,850,1,42,0.6931471805599453
11250,Southeast,Suanluang,100.64501,13.74389,Private room,850,2,42,1.0986122886681098
11252,Southeast,Suanluang,100.64651,13.74372,Private room,850,9,43,2.302585092994046
11255,Southeast,Bang Na,100.6051,13.66709,Entire home/apt,893,4,191,1.6094379124341003
11275,Southeast,Bang Na,100.60519,13.67242,Entire home/apt,636,6,19,1.9459101490553132
11277,Southeast,Lat Krabang,100.78264,13.78819,Entire home/apt,1450,9,208,2.302585092994046
11314,Southeast,Suanluang,100.63879,13.73608,Private room,1664,0,2,0.0
11335,Southeast,Phra Khanong,100.5936,13.70091,Private room,790,0,186,0.0
11357,Southeast,Bang Na,100.60975,13.68173,Private room,2807,5,280,1.791759469228055
11363,Southeast,Pra Wet,100.69574,13.67775,Entire home/apt,1385,3,34,1.3862943611198906
11391,Southeast,Bang Na,100.60147,13.659,Entire home/apt,1000,8,185,2.1972245773362196
11402,Southeast,Phra Khanong,100.60472,13.6857,Entire home/apt,800,0,0,0.0
11403,Southeast,Bang Na,100.60417,13.6651,Entire home/apt,650,0,0,0.0
11404,Southeast,Phra Khanong,100.60188,13.70386,Entire home/apt,1000,0,0,0.0
11408,Southeast,Phra Khanong,100.60911,13.6913,Entire home/apt,700,0,0,0.0
11409,Southeast,Phra Khanong,100.61224,13.68498,Entire home/apt,800,0,0,0.0
11418,Southeast,Bang Na,100.607,13.66163,Entire home/apt,1386,8,48,2.1972245773362196
11450,Southeast,Phra Khanong,100.60533,13.69699,Private room,390,18,191,2.9444389791664403
11452,Southeast,Pra Wet,100.65664,13.72501,Entire home/apt,1043,0,0,0.0
11453,Southeast,Pra Wet,100.65659,13.72507,Entire home/apt,1043,0,185,0.0
11457,Southeast,Phra Khanong,100.60782,13.69724,Entire home/apt,575,2,229,1.0986122886681098
11478,Southeast,Phra Khanong,100.60457,13.69675,Entire home/apt,700,1,359,0.6931471805599453
11479,Southeast,Phra Khanong,100.60483,13.69858,Entire home/apt,500,0,364,0.0
11480,Southeast,Phra Khanong,100.60606,13.69632,Entire home/apt,700,0,184,0.0
11492,Southeast,Phra Khanong,100.61035,13.68899,Private room,2242,0,0,0.0
11495,Southeast,Phra Khanong,100.60948,13.68921,Private room,1602,0,3,0.0
11515,Southeast,Suanluang,100.63419,13.72915,Entire home/apt,1100,1,275,0.6931471805599453
11520,Southeast,Bang Na,100.59696,13.67179,Entire home/apt,870,0,135,0.0
11525,Southeast,Suanluang,100.60586,13.74545,Entire home/apt,730,4,63,1.6094379124341003
11530,Southeast,Bang Na,100.60517,13.67291,Entire home/apt,636,5,13,1.791759469228055
11537,Southeast,Phra Khanong,100.60705,13.69114,Entire home/apt,920,13,147,2.6390573296152584
11560,Southeast,Bang Na,100.60725,13.67794,Entire home/apt,1200,0,186,0.0
11589,Southeast,Phra Khanong,100.60831,13.69078,Entire home/apt,410,0,324,0.0
11599,Southeast,Bang Na,100.60568,13.67805,Entire home/apt,1600,0,277,0.0
11610,Southeast,Suanluang,100.60646,13.74517,Shared room,400,0,276,0.0
11611,Southeast,Suanluang,100.60344,13.71192,Entire home/apt,800,6,46,1.9459101490553132
11617,Southeast,Pra Wet,100.64612,13.69687,Entire home/apt,780,0,0,0.0
11640,Southeast,Pra Wet,100.65722,13.72352,Entire home/apt,693,0,0,0.0
11651,Southeast,Bang Na,100.60483,13.67236,Entire home/apt,636,4,62,1.6094379124341003
11652,Southeast,Phra Khanong,100.61318,13.69323,Entire home/apt,726,20,325,3.044522437723423
11662,Southeast,Pra Wet,100.65662,13.72505,Entire home/apt,1393,2,0,1.0986122886681098
11664,Southeast,Pra Wet,100.65665,13.72495,Entire home/apt,1393,0,0,0.0
11667,Southeast,Pra Wet,100.63932,13.6957,Entire home/apt,499,2,0,1.0986122886681098
11674,Southeast,Phra Khanong,100.60348,13.70539,Entire home/apt,1245,14,201,2.70805020110221
11678,Southeast,Bang Na,100.60548,13.66167,Entire home/apt,330,0,365,0.0
11681,Southeast,Bang Na,100.61089,13.68273,Entire home/apt,893,0,259,0.0
11683,Southeast,Bang Na,100.60551,13.67237,Entire home/apt,399,0,0,0.0
11688,Southeast,Suanluang,100.63147,13.74426,Entire home/apt,935,0,31,0.0
11697,Southeast,Bang Na,100.60363,13.67401,Entire home/apt,636,3,76,1.3862943611198906
11699,Southeast,Lat Krabang,100.78416,13.75859,Private room,346,0,0,0.0
11700,Southeast,Phra Khanong,100.603775,13.701551,Entire home/apt,2762,3,39,1.3862943611198906
11703,Southeast,Phra Khanong,100.60094,13.70338,Entire home/apt,1009,13,195,2.6390573296152584
11715,Southeast,Phra Khanong,100.60251,13.70344,Entire home/apt,790,0,365,0.0
11716,Southeast,Lat Krabang,100.73376,13.72288,Entire home/apt,600,0,155,0.0
11723,Southeast,Bang Na,100.60361,13.6741,Entire home/apt,636,0,80,0.0
11731,Southeast,Pra Wet,100.68121,13.67087,Entire home/apt,407,0,0,0.0
11766,Southeast,Phra Khanong,100.614,13.69892,Entire home/apt,563,1,29,0.6931471805599453
11775,Southeast,Suanluang,100.60593,13.71018,Entire home/apt,650,10,52,2.3978952727983707
11812,Southeast,Phra Khanong,100.60699,13.68779,Entire home/apt,750,0,63,0.0
11814,Southeast,Lat Krabang,100.73175,13.766756,Entire home/apt,600,4,0,1.6094379124341003
11816,Southeast,Bang Na,100.61316,13.6783,Private room,2800,11,4,2.4849066497880004
11819,Southeast,Bang Na,100.63383,13.6691,Private room,880,1,7,0.6931471805599453
11820,Southeast,Bang Na,100.62379444741548,13.672622193271572,Private room,880,0,7,0.0
11821,Southeast,Bang Na,100.62278,13.67202,Private room,800,0,7,0.0
11822,Southeast,Bang Na,100.63413,13.66867,Private room,1200,0,7,0.0
11828,Southeast,Suanluang,100.64201,13.7377,Entire home/apt,800,11,68,2.4849066497880004
11830,Southeast,Phra Khanong,100.59724,13.68513,Entire home/apt,600,0,35,0.0
11833,Southeast,Bang Na,100.65186,13.66322,Entire home/apt,1212,1,42,0.6931471805599453
11837,Southeast,Bang Na,100.60757,13.68141,Entire home/apt,930,2,117,1.0986122886681098
11841,Southeast,Bang Na,100.634964,13.660066,Entire home/apt,1800,11,219,2.4849066497880004
11861,Southeast,Lat Krabang,100.77841,13.71824,Private room,750,2,1,1.0986122886681098
11868,Southeast,Phra Khanong,100.60578,13.6977,Private room,690,0,155,0.0
